Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,IlMI,Label
172.16.0.20-192.168.1.1-51170-53-6,172.16.0.20,51170,192.168.1.1,53,6,04/05/2025 06:54:58 PM,-7099,0,8,0,2696,0.0,0.0,0.0,0.0,689,23,337,241.34859199328852,0.0,0.0,-1014.1428571428571,7709.835437685455,8385,-11527,0.0,0.0,0.0,0.0,0.0,-7099,-1014.1428571428571,7709.835437685455,8385,-11527,0,0,0,0,0,320,0.0,0.0,23,689,337,241.34859199328852,58249.142857142855,1,2,0,1,7,0,0,0,0.0,358.75,0.0,337.0,0,0.0,0.0,0.0,2696.0,8.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-8.8.8.8-40234-80-6,172.16.0.20,40234,8.8.8.8,80,6,04/05/2025 06:54:57 PM,78902,12,12,725,1142,129,0,60.416666666666664,34.73917969757787,155,41,95.16666666666667,30.52222240607752,23662.264581379433,304.1747991178931,3430.521739130435,32774.62518455615,62897,-64780,16005,1455,37963.74081673196,67237,-52463,21094,1917.6363636363637,31554.56285633736,52752,-53276,0,0,0,0,480,480,152.08739955894654,152.08739955894654,0,155,77.79166666666667,36.57509150830084,1337.7373188405797,0,2,0,0,23,2,0,0,1.0,82.20833333333333,60.416666666666664,95.16666666666667,480,326.0,4.0,39980.3777287221,948.0,10.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-8.8.8.8-44991-48402-6,172.16.0.20,44991,8.8.8.8,48402,6,04/05/2025 06:55:00 PM,-11618,0,6,0,1184,0.0,0.0,0.0,0.0,279,144,197.33333333333334,57.72578857552893,0.0,0.0,-2323.6,8391.55762060894,4986,-14102,0.0,0.0,0.0,0.0,0.0,-11618,-2323.6,8391.55762060894,4986,-14102,0,0,0,0,0,240,0.0,0.0,144,279,197.33333333333334,57.72578857552893,3332.2666666666664,1,2,0,0,5,0,0,0,0.0,241.0,0.0,197.33333333333334,0,0.0,0.0,0.0,1184.0,6.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
192.168.1.1-192.168.1.100-53-57261-6,192.168.1.1,53,192.168.1.100,57261,6,04/05/2025 06:54:58 PM,-18565,10,11,816,881,164,0,81.6,59.475858781338985,125,14,80.0909090909091,34.40190269579445,0.0,0.0,-928.25,11527.936766486242,20767,-21820,-6590,-732.2222222222222,13601.89681421104,20767,-17189,3255,325.5,11720.265168122738,27761,-14728,0,0,0,0,400,440,0.0,0.0,0,164,80.80952380952381,46.735017971130645,2184.1619047619047,0,2,0,0,20,3,0,0,1.1,80.80952380952381,81.6,80.0909090909091,400,772.0,7.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-192.168.1.1-57360-53-6,172.16.0.20,57360,192.168.1.1,53,6,04/05/2025 06:55:01 PM,1290,11,12,1166,1281,204,36,106,44.54211490264017,195,0,106.75,60.17417899881824,1896899.2248062016,17829.457364341088,58.63636363636363,11354.893648389392,20273,-19459,-7582,-758.2,12017.927014811386,15591,-17847,-12622,-1147.4545454545455,13162.03623580817,20273,-22829,0,0,0,0,440,480,8527.131782945737,9302.32558139535,0,204,106.3913043478261,52.081002582895096,2712.4308300395255,0,1,0,1,22,2,0,0,1.0909090909090908,106.3913043478261,106.0,106.75,440,446.0,4.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-208.67.222.222-60740-443-6,10.0.0.50,60740,208.67.222.222,443,6,04/05/2025 06:54:58 PM,10625,7,7,2499,2110,475,242,357,94.82967186839078,787,116,301.42857142857144,231.60660406736903,433788.2352941176,1317.6470588235293,817.3076923076923,15111.138592578078,28014,-23373,-3786,-631,19461.037166605485,28014,-23373,8497,1416.1666666666667,14784.342087717892,23520,-13790,0,0,0,0,280,280,658.8235294117646,658.8235294117646,116,787,329.2142857142857,172.45163360799438,29739.565934065933,0,2,0,1,13,0,0,0,1.0,329.2142857142857,357.0,301.42857142857144,280,0.0,0.0,0.0,785.0,4.0,164294.6839681875,0.0,0.0,0.0,0.0,28996,65225,6,40,10625,0.0,10625,10625,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-8.8.8.8-58044-53-6,10.0.0.50,58044,8.8.8.8,53,6,04/05/2025 06:54:59 PM,-7458,0,19,0,1440,0.0,0.0,0.0,0.0,184,1,75.78947368421052,42.27499779534579,0.0,0.0,-414.3333333333333,4849.6994812899,9732,-10701,0.0,0.0,0.0,0.0,0.0,-7458,-414.3333333333333,4849.6994812899,9732,-10701,0,0,0,0,0,760,0.0,0.0,1,184,75.78947368421052,42.27499779534579,1787.1754385964912,1,2,0,0,18,1,0,0,0.0,78.42105263157895,0.0,75.78947368421052,0,0.0,0.0,0.0,1440.0,19.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-192.168.1.1-57810-53-6,172.16.0.20,57810,192.168.1.1,53,6,04/05/2025 06:55:00 PM,-27916,8,8,4330,2415,818,123,541.25,220.46428282150376,732,0,301.875,267.07379263844985,0.0,0.0,-1861.0666666666666,29575.77837513728,44610,-48438,20522,2931.714285714286,24860.844834895735,44610,-17963,-53706,-7672.285714285715,34720.05345960883,37563,-46769,0,0,0,0,320,320,0.0,0.0,0,818,421.5625,266.92470068042286,71248.79583333334,0,2,0,0,15,1,0,0,1.0,451.125,541.25,301.875,320,1680.0,4.0,46560.6119394712,2415.0,7.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-208.67.222.222-10724-53-6,172.16.0.20,10724,208.67.222.222,53,6,04/05/2025 06:54:58 PM,-6580,0,12,0,3482,0.0,0.0,0.0,0.0,557,92,290.1666666666667,139.00479608032714,0.0,0.0,-598.1818181818181,5613.182160204349,5533,-9160,0.0,0.0,0.0,0.0,0.0,-6580,-598.1818181818181,5613.182160204349,5533,-9160,0,0,0,0,0,480,0.0,0.0,92,557,290.1666666666667,139.00479608032714,19322.333333333332,1,2,0,0,11,2,0,0,0.0,312.3333333333333,0.0,290.1666666666667,0,0.0,0.0,0.0,3482.0,12.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-208.67.222.222-56705-21633-6,10.0.0.50,56705,208.67.222.222,21633,6,04/05/2025 06:54:58 PM,-16671,13,0,2291,0,306,95,176.23076923076923,63.09272785109475,0.0,0.0,0.0,0.0,0.0,0.0,-1389.25,24556.358736310307,35176,-44238,-16671,-1389.25,24556.358736310307,35176,-44238,0.0,0.0,0.0,0.0,0.0,0,0,0,0,520,0,0.0,0.0,95,306,176.23076923076923,63.09272785109475,3980.6923076923076,0,1,0,0,12,0,0,0,0.0,176.23076923076923,176.23076923076923,0.0,520,2291.0,13.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-192.168.1.1-49332-49860-6,172.16.0.20,49332,192.168.1.1,49860,6,04/05/2025 06:54:57 PM,6198,0,5,0,2212,0.0,0.0,0.0,0.0,665,234,442.4,165.21289295935713,356889.3191352049,806.7118425298482,1549.5,15179.708352490396,20928,-12079,0.0,0.0,0.0,0.0,0.0,6198,1549.5,15179.708352490396,20928,-12079,0,0,0,0,0,200,0.0,806.7118425298482,234,665,442.4,165.21289295935713,27295.3,0,1,0,0,5,0,0,0,0.0,549.4,0.0,442.4,0,0.0,0.0,0.0,2212.0,5.0,356889.3191352049,0.0,0.0,0.0,0.0,0,33370,0,0.0,6198,0.0,6198,6198,0.0,0.0,0.0,0.0,NeedManualLabel
