Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,IlMI,Label
172.16.0.20-8.8.8.8-4794-80-17,172.16.0.20,4794,8.8.8.8,80,17,04/05/2025 06:54:58 PM,-60445,178,0,58498,0,781,0,328.64044943820227,147.71477686322268,0.0,0.0,0.0,0.0,0.0,0.0,-341.49717514124296,118997.2139956591,273160,-262657,-60445,-341.49717514124296,118997.2139956591,273160,-262657,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4984,0,0.0,0.0,0,781,328.64044943820227,147.71477686322268,21819.655303751668,0,0,0,0,0,0,0,0,0.0,328.64044943820227,328.64044943820227,0.0,4984,58498.0,175.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-192.168.1.1-59534-80-17,172.16.0.20,59534,192.168.1.1,80,17,04/05/2025 06:55:07 PM,43388,158,0,8300,0,118,0,52.53164556962025,25.664089483061698,0.0,0.0,0.0,0.0,191297.132847792,3641.559878307366,276.35668789808915,219648.49611032123,439807,-495821,43388,276.35668789808915,219648.49611032123,439807,-495821,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4424,0,3641.559878307366,0.0,0,118,52.53164556962025,25.664089483061698,658.645488994598,0,0,0,0,0,0,0,0,0.0,52.53164556962025,52.53164556962025,0.0,4424,8300.0,157.0,191297.132847792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,156,28,43388,0.0,43388,43388,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-192.168.1.1-31727-61739-6,10.0.0.50,31727,192.168.1.1,61739,6,04/05/2025 06:54:59 PM,45213,47,47,15282,16865,726,0,325.1489361702128,179.01469197944573,653,0,358.82978723404256,149.50459047030253,711012.3194656404,2079.0480613982704,486.16129032258067,54546.89957281084,113402,-111547,45213,982.8913043478261,57311.2272775116,105502,-111547,19305,419.67391304347825,53924.63165857998,113402,-105192,0,0,0,0,1880,1880,1039.5240306991352,1039.5240306991352,0,726,341.98936170212767,164.90339268149629,27193.128917867765,0,2,0,3,93,5,0,0,1.0,341.98936170212767,325.1489361702128,358.82978723404256,1880,10145.0,33.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-8.8.8.8-51494-80-17,172.16.0.20,51494,8.8.8.8,80,17,04/05/2025 06:55:04 PM,76424,105,0,49678,0,896,0,473.12380952380954,214.5790913553472,0.0,0.0,0.0,0.0,650031.4037475138,1373.913953731812,734.8461538461538,70041.59600375195,145734,-142390,76424,734.8461538461538,70041.59600375195,145734,-142390,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2940,0,1373.913953731812,0.0,0,896,473.12380952380954,214.5790913553472,46044.186446886444,0,0,0,0,0,0,0,0,0.0,473.12380952380954,473.12380952380954,0.0,2940,49678.0,100.0,650031.4037475138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,99,28,76424,0.0,76424,76424,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.1.100-208.67.222.222-7036-53-17,192.168.1.100,7036,208.67.222.222,53,17,04/05/2025 06:55:01 PM,-57356,0,150,0,19640,0.0,0.0,0.0,0.0,326,0,130.93333333333334,75.06942349931172,0.0,0.0,-384.93959731543623,278178.11985239096,584702,-677626,0.0,0.0,0.0,0.0,0.0,-57356,-384.93959731543623,278178.11985239096,584702,-677626,0,0,0,0,0,5952,0.0,0.0,0,326,130.93333333333334,75.06942349931172,5635.418344519016,0,0,0,0,0,0,0,0,0.0,131.65333333333334,0.0,130.93333333333334,0,0.0,0.0,0.0,19640.0,146.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-208.67.222.222-20729-53-17,10.0.0.50,20729,208.67.222.222,53,17,04/05/2025 06:55:06 PM,179438,0,132,0,9809,0.0,0.0,0.0,0.0,190,0,74.31060606060606,42.09007653997955,54665.12110032435,735.6301340853108,1369.7557251908397,255695.68193860367,572204,-551650,0.0,0.0,0.0,0.0,0.0,179438,1369.7557251908397,255695.68193860367,572204,-551650,0,0,0,0,0,5244,0.0,735.6301340853108,0,190,74.31060606060606,42.09007653997955,1771.574543141337,0,0,0,0,0,0,0,0,0.0,74.70454545454545,0.0,74.31060606060606,0,0.0,0.0,0.0,9809.0,130.0,54665.12110032435,0.0,0.0,0.0,0.0,0,0,0,0.0,179438,0.0,179438,179438,0.0,0.0,0.0,0.0,NeedManualLabel
172.16.0.20-8.8.8.8-54498-53-6,172.16.0.20,54498,8.8.8.8,53,6,04/05/2025 06:55:08 PM,112043,84,84,12911,12846,360,0,153.70238095238096,83.72412814008267,348,0,152.92857142857142,75.07695420937294,229884.954883393,1499.4243281597244,670.9161676646706,63242.15790742842,139107,-138158,22515,271.26506024096386,66934.95518932673,151519,-138645,112043,1349.9156626506024,65070.28580475356,154793,-151693,0,0,0,0,3360,3360,749.7121640798622,749.7121640798622,0,360,153.3154761904762,79.28068380710137,6285.426824921586,0,2,0,8,167,5,0,0,1.0,153.8154761904762,153.70238095238096,152.92857142857142,3360,3398.6666666666665,21.333333333333332,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-8.8.8.8-63330-443-6,10.0.0.50,63330,8.8.8.8,443,6,04/05/2025 06:54:59 PM,406802,71,71,26161,25837,1061,18,368.46478873239437,189.20471384839948,742,0,363.90140845070425,154.29953753560707,127821.39714160697,349.06416389299955,2885.1205673758864,249149.41007029943,599183,-562551,406802,5811.457142857143,265872.27724417864,564611,-575490,-36163,-516.6142857142858,247349.73487294995,527034,-481978,0,0,0,0,2840,2840,174.53208194649977,174.53208194649977,0,1061,366.1830985915493,172.0385335245595,29597.25701728099,0,2,0,3,141,9,0,0,1.0,366.1830985915493,368.46478873239437,363.90140845070425,2840,10878.5,29.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-192.168.1.1-24287-53-17,172.16.0.20,24287,192.168.1.1,53,17,04/05/2025 06:55:06 PM,36007,83,0,2144,0,61,0,25.83132530120482,17.01349484258723,0.0,0.0,0.0,0.0,59543.97755991891,2305.107340239398,439.109756097561,164845.34124055857,310539,-357053,36007,439.109756097561,164845.34124055857,310539,-357053,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3200,0,2305.107340239398,0.0,0,61,25.83132530120482,17.01349484258723,289.4590067587423,0,0,0,0,0,0,0,0,0.0,25.83132530120482,25.83132530120482,0.0,3200,2144.0,80.0,59543.97755991891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,79,28,36007,0.0,36007,36007,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.1.100-8.8.8.8-46618-32478-6,192.168.1.100,46618,8.8.8.8,32478,6,04/05/2025 06:54:58 PM,62972,66,67,13314,11706,433,0,201.72727272727272,85.19417557819051,439,0,174.71641791044777,91.94395624511989,397319.4435622181,2112.0497999110717,477.06060606060606,189546.76213563548,382234,-409964,-227218,-3495.6615384615384,172089.37722747415,415802,-331887,-91380,-1384.5454545454545,200764.440502425,344009,-409964,0,0,0,0,2640,2680,1048.0848631137649,1063.9649367973068,0,439,188.1203007518797,89.35688045560536,7984.652084757347,0,1,0,4,132,9,0,0,1.0151515151515151,189.46616541353384,201.72727272727272,174.71641791044777,2640,3904.3333333333335,19.666666666666668,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
