Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,IlMI,Label
10.0.0.50-208.67.222.222-21487-35855-6,10.0.0.50,21487,208.67.222.222,35855,6,04/05/2025 06:55:00 PM,63297,16,17,1936,1971,217,39,121,51.917883880861964,198,30,115.94117647058823,57.38300117220614,61724.88427571606,521.3517228304659,1978.03125,59925.33723618049,102948,-107915,81881,5458.733333333334,53110.805339224076,97156,-87873,126135,7883.4375,82206.25286028531,140577,-107915,0,0,0,0,640,680,252.7765928874986,268.57512994296724,30,217,118.39393939393939,54.00459436123201,2916.496212121212,0,1,0,3,32,1,0,0,1.0625,118.39393939393939,121.0,115.94117647058823,640,830.5,6.5,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-192.168.1.1-13325-443-17,10.0.0.50,13325,192.168.1.1,443,17,04/05/2025 06:55:03 PM,2580,0,18,0,6834,0.0,0.0,0.0,0.0,702,0,379.6666666666667,205.58438942796846,2648837.2093023257,6976.744186046512,151.76470588235293,8362.7215481072,13906,-12460,0.0,0.0,0.0,0.0,0.0,2580,151.76470588235293,8362.7215481072,13906,-12460,0,0,0,0,0,504,0.0,6976.744186046512,0,702,379.6666666666667,205.58438942796846,42264.94117647059,0,0,0,0,0,0,0,0,0.0,407.55555555555554,0.0,379.6666666666667,0,0.0,0.0,0.0,6834.0,17.0,2648837.2093023257,0.0,0.0,0.0,0.0,0,0,0,0.0,2580,0.0,2580,2580,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.1.100-8.8.8.8-5983-443-6,192.168.1.100,5983,8.8.8.8,443,6,04/05/2025 06:54:58 PM,14317,20,20,2123,2062,190,9,106.15,42.84030935069398,205,13,103.1,49.028348405472734,292309.84144723054,2793.8813997345815,367.1025641025641,47857.44323772805,109850,-104469,16588,873.0526315789474,50814.45958416176,100748,-70277,-23940,-1260,47394.65485216192,80421,-96572,0,0,0,0,800,800,1396.9406998672907,1396.9406998672907,9,205,104.625,45.4705807962546,2067.573717948718,0,2,0,2,39,2,0,0,1.0,109.75,106.15,103.1,800,856.0,7.5,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
192.168.1.100-208.67.222.222-50665-80-17,192.168.1.100,50665,208.67.222.222,80,17,04/05/2025 06:54:58 PM,-11958,0,28,0,13393,0.0,0.0,0.0,0.0,1058,14,478.32142857142856,276.9584878068444,0.0,0.0,-442.8888888888889,38622.83075246211,55839,-61332,0.0,0.0,0.0,0.0,0.0,-11958,-442.8888888888889,38622.83075246211,55839,-61332,0,0,0,0,0,784,0.0,0.0,14,1058,478.32142857142856,276.9584878068444,76706.00396825396,0,0,0,0,0,0,0,0,0.0,485.4642857142857,0.0,478.32142857142856,0,0.0,0.0,0.0,13393.0,28.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-208.67.222.222-32531-443-6,10.0.0.50,32531,208.67.222.222,443,6,04/05/2025 06:54:57 PM,54550,19,20,10489,7724,1079,326,552.0526315789474,212.1714384601415,839,0,386.2,277.2433094442117,333877.17690192483,714.9404216315307,1435.5263157894738,61877.13830396876,119266,-122813,-14072,-781.7777777777778,56629.25631379592,100879,-122813,57048,3002.5263157894738,73626.84653965745,119266,-112229,0,0,0,0,760,800,348.3043079743355,366.6361136571952,0,1079,467,258.4738610422827,66808.73684210527,0,1,0,3,38,3,0,0,1.0526315789473684,484.28205128205127,552.0526315789474,386.2,760,2847.5,5.5,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-192.168.1.1-33170-443-17,10.0.0.50,33170,192.168.1.1,443,17,04/05/2025 06:55:01 PM,-8776,46,0,24124,0,1019,15,524.4347826086956,217.89219068907684,0.0,0.0,0.0,0.0,0.0,0.0,-195.0222222222222,58273.7079017041,120994,-127845,-8776,-195.0222222222222,58273.7079017041,120994,-127845,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1288,0,0.0,0.0,15,1019,524.4347826086956,217.89219068907684,47477.006763285026,0,0,0,0,0,0,0,0,0.0,524.4347826086956,524.4347826086956,0.0,1288,24124.0,46.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
192.168.1.100-8.8.8.8-12144-443-17,192.168.1.100,12144,8.8.8.8,443,17,04/05/2025 06:54:57 PM,19317,12,12,910,1204,155,11,75.83333333333333,47.353282181210346,172,24,100.33333333333333,41.02844541697057,109437.2832220324,1242.4289485945021,839.8695652173913,21106.530162066276,38086,-40498,8931,811.9090909090909,16288.366747188285,37904,-15293,4481,407.3636363636364,13646.398830993672,21217,-16988,0,0,0,0,336,336,621.2144742972511,621.2144742972511,11,172,88.08333333333333,45.100772833122576,2034.0797101449275,0,0,0,0,0,0,0,0,1.0,92.33333333333333,75.83333333333333,100.33333333333333,336,303.0,4.0,23833.870840871547,595.0,6.0,29665.45345764571,0.0,0.0,0.0,0.0,0,0,12,28,19317,0.0,19317,19317,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.1.100-208.67.222.222-41881-35656-17,192.168.1.100,41881,208.67.222.222,35656,17,04/05/2025 06:54:59 PM,-21798,15,16,3851,4464,451,18,256.73333333333335,112.54235181646486,528,56,279,134.5867749817938,0.0,0.0,-726.6,45328.92655841225,79722,-66943,-21798,-1557,31616.321062679977,50582,-52819,-21487,-1432.4666666666667,52202.368728230096,90921,-84406,0,0,0,0,420,448,0.0,0.0,18,528,268.2258064516129,122.86353125247523,15095.447311827957,0,0,0,0,0,0,0,0,1.0666666666666667,268.2258064516129,256.73333333333335,279.0,420,1392.0,5.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-208.67.222.222-31361-443-6,172.16.0.20,31361,208.67.222.222,443,6,04/05/2025 06:54:59 PM,26636,14,14,5634,6143,890,30,402.42857142857144,221.71003734459265,827,78,438.7857142857143,222.38849533449982,442145.9678630425,1051.2088902237574,986.5185185185185,18256.156523991845,39260,-26814,14426,1109.6923076923076,20160.618006336907,39260,-30530,26636,2048.923076923077,15282.223728139928,18406,-26814,0,0,0,0,560,560,525.6044451118787,525.6044451118787,30,890,420.60714285714283,218.6836611427421,47822.54365079365,0,1,0,2,27,0,0,0,1.0,436.39285714285717,402.42857142857144,438.7857142857143,560,3202.0,8.0,660070.0886415172,2438.0,6.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
192.168.1.1-192.168.1.100-2591-44820-6,192.168.1.1,2591,192.168.1.100,44820,6,04/05/2025 06:55:01 PM,-28974,23,24,4138,3226,334,38,179.91304347826087,83.5147853232524,357,0,134.41666666666666,95.30724534101672,0.0,0.0,-629.8695652173913,96143.7848314489,193061,-170173,-28974,-1317,103593.92344470146,188455,-160660,-57129,-2483.8695652173915,98980.3394450839,162456,-170173,0,0,0,0,920,960,0.0,0.0,0,357,156.68085106382978,91.68402885500849,8405.96114708603,0,2,0,0,46,3,0,0,1.0434782608695652,156.68085106382978,179.91304347826087,134.41666666666666,920,2839.0,17.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-192.168.1.1-52487-80-17,10.0.0.50,52487,192.168.1.1,80,17,04/05/2025 06:55:00 PM,-9070,20,20,1173,1362,103,9,58.65,28.788292576561123,113,22,68.1,21.720473000568404,0.0,0.0,-232.56410256410257,30392.43057233934,60388,-41753,46268,2435.157894736842,34127.210492937156,60388,-40605,-51153,-2692.2631578947367,29524.077431897484,53725,-39163,0,0,0,0,560,560,0.0,0.0,9,113,63.375,25.62219340477694,656.4967948717949,0,0,0,0,0,0,0,0,1.0,64.625,58.65,68.1,560,1075.0,19.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-8.8.8.8-37881-40568-6,172.16.0.20,37881,8.8.8.8,40568,6,04/05/2025 06:55:01 PM,20503,16,0,6572,0,690,0,410.75,184.72700578601567,0.0,0.0,0.0,0.0,320538.45778666536,780.3736038628493,1366.8666666666666,34451.04508443138,63409,-58761,20503,1366.8666666666666,34451.04508443138,63409,-58761,0.0,0.0,0.0,0.0,0.0,0,0,0,0,640,0,780.3736038628493,0.0,0,690,410.75,184.72700578601567,34124.066666666666,0,1,0,0,15,0,0,0,0.0,410.75,410.75,0.0,640,6572.0,15.0,320538.45778666536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43350,0,14,40,20503,0.0,20503,20503,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-192.168.1.1-53780-443-6,10.0.0.50,53780,192.168.1.1,443,6,04/05/2025 06:54:57 PM,-78548,19,19,3201,3531,343,6,168.47368421052633,91.70991005523439,299,32,185.8421052631579,81.41066211764125,0.0,0.0,-2122.9189189189187,75585.80637019183,154808,-169334,-27833,-1546.2777777777778,74222.04243374031,154808,-129663,-78548,-4363.777777777777,91654.53778924138,140969,-169334,0,0,0,0,760,760,0.0,0.0,6,343,177.1578947368421,85.98507925743593,7393.433854907539,0,1,0,3,37,2,0,0,1.0,185.02631578947367,168.47368421052633,185.8421052631579,760,2778.0,15.0,83420.91829074203,1406.0,6.0,122016.83589343053,0.0,0.0,0.0,0.0,0,53751,19,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-8.8.8.8-44417-53-17,10.0.0.50,44417,8.8.8.8,53,17,04/05/2025 06:55:02 PM,-93281,39,0,10419,0,638,0,267.15384615384613,147.9846255281695,0.0,0.0,0.0,0.0,0.0,0.0,-2454.7631578947367,85084.16625729576,172959,-164460,-93281,-2454.7631578947367,85084.16625729576,172959,-164460,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1536,0,0.0,0.0,0,638,267.15384615384613,147.9846255281695,21899.44939271255,0,0,0,0,0,0,0,0,0.0,267.15384615384613,267.15384615384613,0.0,1536,10419.0,37.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-192.168.1.1-52368-80-17,10.0.0.50,52368,192.168.1.1,80,17,04/05/2025 06:54:59 PM,-87850,0,46,0,3583,0.0,0.0,0.0,0.0,159,0,77.8913043478261,38.44605355321174,0.0,0.0,-1952.2222222222222,68248.6857898407,126513,-146880,0.0,0.0,0.0,0.0,0.0,-87850,-1952.2222222222222,68248.6857898407,126513,-146880,0,0,0,0,0,1288,0.0,0.0,0,159,77.8913043478261,38.44605355321174,1478.0990338164252,0,0,0,0,0,0,0,0,0.0,81.34782608695652,0.0,77.8913043478261,0,0.0,0.0,0.0,3583.0,45.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
10.0.0.50-8.8.8.8-29942-80-6,10.0.0.50,29942,8.8.8.8,80,6,04/05/2025 06:54:58 PM,-85139,0,28,0,7299,0.0,0.0,0.0,0.0,500,41,260.67857142857144,125.32537018775733,0.0,0.0,-3153.296296296296,47947.08839625262,84325,-98357,0.0,0.0,0.0,0.0,0.0,-85139,-3153.296296296296,47947.08839625262,84325,-98357,0,0,0,0,0,1120,0.0,0.0,41,500,260.67857142857144,125.32537018775733,15706.448412698413,0,2,0,0,27,0,0,0,0.0,268.9642857142857,0.0,260.67857142857144,0,0.0,0.0,0.0,7299.0,28.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
192.168.1.1-192.168.1.100-443-61796-6,192.168.1.1,443,192.168.1.100,61796,6,04/05/2025 06:54:59 PM,9238,0,18,0,6728,0.0,0.0,0.0,0.0,690,0,373.77777777777777,195.18484619203034,728296.168001732,1948.4736956051095,543.4117647058823,9748.635443350671,21759,-18924,0.0,0.0,0.0,0.0,0.0,9238,543.4117647058823,9748.635443350671,21759,-18924,0,0,0,0,0,720,0.0,1948.4736956051095,0,690,373.77777777777777,195.18484619203034,38097.124183006534,0,1,0,0,17,0,0,0,0.0,385.77777777777777,0.0,373.77777777777777,0,0.0,0.0,0.0,6728.0,17.0,728296.168001732,0.0,0.0,0.0,0.0,0,39894,0,0.0,9238,0.0,9238,9238,0.0,0.0,0.0,0.0,NeedManualLabel
10.0.0.50-8.8.8.8-49662-80-17,10.0.0.50,49662,8.8.8.8,80,17,04/05/2025 06:54:57 PM,-5491,7,6,2270,2397,563,143,324.2857142857143,133.78055948170532,543,221,399.5,104.23770910759696,0.0,0.0,-457.5833333333333,5821.521567087131,7700,-8491,-6779,-1129.8333333333333,8018.8395523708205,7935,-11780,-9675,-1935,3994.173318723162,4411,-6412,0,0,0,0,196,168,0.0,0.0,143,563,359,122.47040458821061,14999,0,0,0,0,0,0,0,0,0.8571428571428571,359.0,324.2857142857143,399.5,196,1228.0,4.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
172.16.0.20-208.67.222.222-17227-443-17,172.16.0.20,17227,208.67.222.222,443,17,04/05/2025 06:55:02 PM,-9389,0,19,0,8381,0.0,0.0,0.0,0.0,1016,7,441.10526315789474,284.7694768944878,0.0,0.0,-521.6111111111111,7176.7612156007835,12548,-10091,0.0,0.0,0.0,0.0,0.0,-9389,-521.6111111111111,7176.7612156007835,12548,-10091,0,0,0,0,0,532,0.0,0.0,7,1016,441.10526315789474,284.7694768944878,81093.65497076022,0,0,0,0,0,0,0,0,0.0,457.2105263157895,0.0,441.10526315789474,0,0.0,0.0,0.0,8381.0,19.0,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR
192.168.1.100-8.8.8.8-28588-53-6,192.168.1.100,28588,8.8.8.8,53,6,04/05/2025 06:54:59 PM,10367,0,6,0,1083,0.0,0.0,0.0,0.0,263,96,180.5,60.67536567668958,104466.09433780264,578.7595254171891,2073.4,9979.509246450949,15910,-7052,0.0,0.0,0.0,0.0,0.0,10367,2073.4,9979.509246450949,15910,-7052,0,0,0,0,0,240,0.0,578.7595254171891,96,263,180.5,60.67536567668958,3681.5,0,2,0,0,5,0,0,0,0.0,217.5,0.0,180.5,0,0.0,0.0,0.0,1083.0,6.0,104466.09433780264,0.0,0.0,0.0,0.0,0,50841,0,0.0,10367,0.0,10367,10367,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.1.1-192.168.1.100-47199-27062-17,192.168.1.1,47199,192.168.1.100,27062,17,04/05/2025 06:54:58 PM,8508,0,6,0,3339,0.0,0.0,0.0,0.0,874,368,556.5,191.86844451342174,392454.1607898449,705.2186177715091,1701.6,17209.67600799039,23152,-17862,0.0,0.0,0.0,0.0,0.0,8508,1701.6,17209.67600799039,23152,-17862,0,0,0,0,0,168,0.0,705.2186177715091,368,874,556.5,191.86844451342174,36813.5,0,0,0,0,0,0,0,0,0.0,702.1666666666666,0.0,556.5,0,0.0,0.0,0.0,3339.0,6.0,392454.1607898449,0.0,0.0,0.0,0.0,0,0,0,0.0,8508,0.0,8508,8508,0.0,0.0,0.0,0.0,NeedManualLabel
